,Fold,Sentence_ID,Sentence,E1,E2,isValid
0,8,HPRD50.d20.s0,"The human Imp3 and Imp4 proteins form a ternary complex with hMpp10, which only interacts with the U3 snoRNA in 60-80S ribonucleoprotein complexes",Imp4,snoRNA,True
0,8,HPRD50.d20.s1,We have cloned cDNAs encoding the human and mouse homologs of the yeast U3 snoRNP-associated proteins Imp3 and Imp4,Imp3,Imp4,False
0,8,HPRD50.d20.s2,"The results of complementation experiments show that, in contrast to mouse Imp4, mouse Imp3 can partially alleviate the growth defect of the corresponding yeast null strain, indicating that the role of Imp3 in pre-rRNA processing is evolutionarily conserved",Imp4,Imp3,False
0,8,HPRD50.d20.s2,"The results of complementation experiments show that, in contrast to mouse Imp4, mouse Imp3 can partially alleviate the growth defect of the corresponding yeast null strain, indicating that the role of Imp3 in pre-rRNA processing is evolutionarily conserved",Imp4,Imp3,False
0,8,HPRD50.d20.s2,"The results of complementation experiments show that, in contrast to mouse Imp4, mouse Imp3 can partially alleviate the growth defect of the corresponding yeast null strain, indicating that the role of Imp3 in pre-rRNA processing is evolutionarily conserved",Imp3,Imp3,False
0,8,HPRD50.d20.s3,"The results of density gradient centrifugation experiments show that, in contrast to hU3-55K, the human Imp3 and Imp4 proteins predominantly interact with the U3 snoRNA in 60-80S ribonucleoprotein complexes",Imp3,Imp4,False
0,8,HPRD50.d20.s3,"The results of density gradient centrifugation experiments show that, in contrast to hU3-55K, the human Imp3 and Imp4 proteins predominantly interact with the U3 snoRNA in 60-80S ribonucleoprotein complexes",Imp3,snoRNA,True
0,8,HPRD50.d20.s3,"The results of density gradient centrifugation experiments show that, in contrast to hU3-55K, the human Imp3 and Imp4 proteins predominantly interact with the U3 snoRNA in 60-80S ribonucleoprotein complexes",Imp4,snoRNA,True
0,9,HPRD50.d21.s0,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor CB1 and the orexin 1 receptor (OX1R) using a heterologous system",CB1,orexin 1 receptor,True
0,9,HPRD50.d21.s0,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor CB1 and the orexin 1 receptor (OX1R) using a heterologous system",CB1,OX1R,True
0,9,HPRD50.d21.s0,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor CB1 and the orexin 1 receptor (OX1R) using a heterologous system",orexin 1 receptor,OX1R,False
0,9,HPRD50.d21.s1,"In contrast to OX1R, the potency of direct activation of CB1 was not affected by co-expression with OX1R",OX1R,CB1,False
0,9,HPRD50.d21.s1,"In contrast to OX1R, the potency of direct activation of CB1 was not affected by co-expression with OX1R",OX1R,OX1R,False
0,9,HPRD50.d21.s1,"In contrast to OX1R, the potency of direct activation of CB1 was not affected by co-expression with OX1R",CB1,OX1R,False
0,9,HPRD50.d21.s2,"In addition, electron microscopy experiments revealed that CB1 and OX1R are closely apposed at the plasma membrane level; they are close enough to form hetero-oligomers",CB1,OX1R,False
0,9,HPRD50.d22.s0,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",GC-GAP,GTPase-activating protein,False
0,9,HPRD50.d22.s0,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",GC-GAP,Gab1,True
0,9,HPRD50.d22.s0,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",GC-GAP,Gab2,True
0,9,HPRD50.d22.s0,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",GTPase-activating protein,Gab1,True
0,9,HPRD50.d22.s0,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",GTPase-activating protein,Gab2,True
0,9,HPRD50.d22.s0,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",Gab1,Gab2,False
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Gab1,Gab2,False
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Gab1,Grb2,True
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Gab1,Shp-2,True
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Gab1,phosphatidylinositol 3-kinase,True
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Gab2,Grb2,True
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Gab2,Shp-2,True
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Gab2,phosphatidylinositol 3-kinase,True
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Grb2,Shp-2,False
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Grb2,phosphatidylinositol 3-kinase,False
0,9,HPRD50.d22.s1,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",Shp-2,phosphatidylinositol 3-kinase,False
0,9,HPRD50.d22.s2,"In addition, GC-GAP contains several classic proline-rich motifs, and it interacts with the first SH3 domain of Crk and full-length Nck in vitro",GC-GAP,Nck,True
0,9,HPRD50.d22.s3,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",Gab1,Gab2,False
0,9,HPRD50.d22.s3,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",Gab1,GC-GAP,True
0,9,HPRD50.d22.s3,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",Gab1,Cdc42,True
0,9,HPRD50.d22.s3,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",Gab2,GC-GAP,True
0,9,HPRD50.d22.s3,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",Gab2,Cdc42,True
0,9,HPRD50.d22.s3,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",GC-GAP,Cdc42,False
0,9,HPRD50.d22.s4,This work led to identification of a novel GTPase-activating protein (GAP) for Rho family GTPases,GTPase-activating protein,GAP,False
0,9,HPRD50.d22.s5,"The GAP domain shows high similarity to the recently cloned CdGAP and displays activity toward RhoA, Rac1, and Cdc42 in vitro",CdGAP,Rac1,False
0,9,HPRD50.d22.s5,"The GAP domain shows high similarity to the recently cloned CdGAP and displays activity toward RhoA, Rac1, and Cdc42 in vitro",CdGAP,Cdc42,False
0,9,HPRD50.d22.s5,"The GAP domain shows high similarity to the recently cloned CdGAP and displays activity toward RhoA, Rac1, and Cdc42 in vitro",Rac1,Cdc42,False
0,9,HPRD50.d22.s6,The protein was named GC-GAP for its ability to interact with GAB proteins and its activity toward Rac and Cdc42,GC-GAP,GAB,True
0,9,HPRD50.d22.s6,The protein was named GC-GAP for its ability to interact with GAB proteins and its activity toward Rac and Cdc42,GC-GAP,Cdc42,True
0,9,HPRD50.d22.s6,The protein was named GC-GAP for its ability to interact with GAB proteins and its activity toward Rac and Cdc42,GAB,Cdc42,False
0,9,HPRD50.d22.s7,Expression of GC-GAP in 293T cells led to a reduction in active Rac1 and Cdc42 levels but not RhoA,GC-GAP,Rac1,True
0,9,HPRD50.d22.s7,Expression of GC-GAP in 293T cells led to a reduction in active Rac1 and Cdc42 levels but not RhoA,GC-GAP,Cdc42,True
0,9,HPRD50.d22.s7,Expression of GC-GAP in 293T cells led to a reduction in active Rac1 and Cdc42 levels but not RhoA,Rac1,Cdc42,False
0,10,HPRD50.d23.s0,A role for Plk1 phosphorylation of NudC in cytokinesis,Plk1,NudC,True
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,NudC,True
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,Plk1,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,NudC,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,NudC,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,Plk1,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",NudC,Plk1,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",NudC,NudC,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",NudC,NudC,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",NudC,Plk1,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,NudC,True
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,NudC,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",Plk1,Plk1,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",NudC,NudC,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",NudC,Plk1,False
0,10,HPRD50.d23.s1,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",NudC,Plk1,True
0,10,HPRD50.d23.s2,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",NudC,NudC,False
0,10,HPRD50.d23.s2,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",NudC,NudC,False
0,10,HPRD50.d23.s2,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",NudC,Plk1,False
0,10,HPRD50.d23.s2,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",NudC,NudC,False
0,10,HPRD50.d23.s2,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",NudC,Plk1,False
0,10,HPRD50.d23.s2,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",NudC,Plk1,False
0,10,HPRD50.d23.s3,These results suggest that Plk1 phosphorylation of NudC may influence cytokinesis,Plk1,NudC,True
0,9,HPRD50.d24.s0,Specific interaction of Egr1 and c/EBPbeta leads to the transcriptional activation of the human low density lipoprotein receptor gene,Egr1,low density lipoprotein receptor,True
0,9,HPRD50.d24.s1,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,LDL receptor,LDLR,False
0,9,HPRD50.d24.s1,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,LDL receptor,oncostatin M,True
0,9,HPRD50.d24.s1,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,LDL receptor,LDLR,False
0,9,HPRD50.d24.s1,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,LDLR,oncostatin M,True
0,9,HPRD50.d24.s1,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,LDLR,LDLR,False
0,9,HPRD50.d24.s1,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,oncostatin M,LDLR,True
0,5,HPRD50.d25.s0,TR2 orphan receptor functions as negative modulator for androgen receptor in prostate cancer cells PC-3,TR2,androgen receptor,True
0,5,HPRD50.d25.s0,TR2 orphan receptor functions as negative modulator for androgen receptor in prostate cancer cells PC-3,TR2,PC-3,False
0,5,HPRD50.d25.s0,TR2 orphan receptor functions as negative modulator for androgen receptor in prostate cancer cells PC-3,androgen receptor,PC-3,False
0,5,HPRD50.d25.s1,BACKGROUND: Both androgen receptor (AR) and orphan receptor TR2 (TR2) belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,androgen receptor,TR2,False
0,5,HPRD50.d25.s1,BACKGROUND: Both androgen receptor (AR) and orphan receptor TR2 (TR2) belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,androgen receptor,TR2,False
0,5,HPRD50.d25.s1,BACKGROUND: Both androgen receptor (AR) and orphan receptor TR2 (TR2) belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,TR2,TR2,False
0,5,HPRD50.d25.s2,The interaction between AR and TR2 was assessed by glutathione-S-transferase (GST) pull-down assay and mammalian two-hybrid system assay,TR2,glutathione-S-transferase,False
0,5,HPRD50.d25.s2,The interaction between AR and TR2 was assessed by glutathione-S-transferase (GST) pull-down assay and mammalian two-hybrid system assay,TR2,GST,False
0,5,HPRD50.d25.s2,The interaction between AR and TR2 was assessed by glutathione-S-transferase (GST) pull-down assay and mammalian two-hybrid system assay,glutathione-S-transferase,GST,False
0,2,HPRD50.d26.s0,The protein pVHL functions in a multi-subunit E3 ubiquitin ligase that targets the hypoxia-inducible transcription factor Hif1 alpha for proteasomal degradation during normoxia,pVHL,Hif1 alpha,True
0,2,HPRD50.d26.s1,"We establish that pVHL binds to Tat-binding protein-1 (TBP-1), a component of the 19S regulatory complex of the proteasome",pVHL,Tat-binding protein-1,True
0,2,HPRD50.d26.s1,"We establish that pVHL binds to Tat-binding protein-1 (TBP-1), a component of the 19S regulatory complex of the proteasome",pVHL,TBP-1,True
0,2,HPRD50.d26.s1,"We establish that pVHL binds to Tat-binding protein-1 (TBP-1), a component of the 19S regulatory complex of the proteasome",Tat-binding protein-1,TBP-1,False
0,2,HPRD50.d26.s2,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,TBP-1,pVHL,True
0,2,HPRD50.d26.s2,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,TBP-1,pVHL,True
0,2,HPRD50.d26.s2,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,TBP-1,Hif1 alpha,True
0,2,HPRD50.d26.s2,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,pVHL,pVHL,False
0,2,HPRD50.d26.s2,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,pVHL,Hif1 alpha,False
0,2,HPRD50.d26.s2,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,pVHL,Hif1 alpha,False
0,2,HPRD50.d26.s3,Overexpression of TBP-1 promotes degradation of Hif1 alpha in a pVHL-dependent manner that requires the ATPase domain of TBP-1,TBP-1,Hif1 alpha,True
0,2,HPRD50.d26.s3,Overexpression of TBP-1 promotes degradation of Hif1 alpha in a pVHL-dependent manner that requires the ATPase domain of TBP-1,TBP-1,TBP-1,False
0,2,HPRD50.d26.s3,Overexpression of TBP-1 promotes degradation of Hif1 alpha in a pVHL-dependent manner that requires the ATPase domain of TBP-1,Hif1 alpha,TBP-1,True
0,2,HPRD50.d26.s4,Blockade of TBP-1 expression by small interfering RNA (siRNA) causes prolonged degradation kinetics of Hif1 alpha,TBP-1,Hif1 alpha,True
0,2,HPRD50.d26.s5,Several distinct mutations in exon 2 of VHL disrupt binding of pVHL to TBP-1,VHL,pVHL,False
0,2,HPRD50.d26.s5,Several distinct mutations in exon 2 of VHL disrupt binding of pVHL to TBP-1,VHL,TBP-1,True
0,2,HPRD50.d26.s5,Several distinct mutations in exon 2 of VHL disrupt binding of pVHL to TBP-1,pVHL,TBP-1,True
0,2,HPRD50.d26.s6,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",pVHL,Hif1 alpha,True
0,2,HPRD50.d26.s6,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",pVHL,TBP-1,False
0,2,HPRD50.d26.s6,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",pVHL,Hif1 alpha,False
0,2,HPRD50.d26.s6,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",Hif1 alpha,TBP-1,False
0,2,HPRD50.d26.s6,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",Hif1 alpha,Hif1 alpha,False
0,2,HPRD50.d26.s6,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",TBP-1,Hif1 alpha,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",pVHL,Hif1 alpha,True
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",pVHL,TBP-1,True
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",pVHL,Hif1 alpha,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",pVHL,pVHL,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",Hif1 alpha,TBP-1,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",Hif1 alpha,Hif1 alpha,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",Hif1 alpha,pVHL,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",TBP-1,Hif1 alpha,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",TBP-1,pVHL,False
0,2,HPRD50.d26.s7,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",Hif1 alpha,pVHL,True
0,7,HPRD50.d27.s0,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",Pinin,DRS,False
0,7,HPRD50.d27.s0,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",Pinin,SRp75,True
0,7,HPRD50.d27.s0,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",Pinin,SRm300,True
0,7,HPRD50.d27.s0,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",DRS,SRp75,True
0,7,HPRD50.d27.s0,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",DRS,SRm300,True
0,7,HPRD50.d27.s0,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",SRp75,SRm300,False
0,7,HPRD50.d27.s1,"Three SR-rich proteins were identified that interact with the C-terminus of Pnn: SRp75 and SRm300, known components of spliceosome machinery, and a novel 130-kDa nuclear protein, SRrp130",SRp75,SRm300,False
0,1,HPRD50.d29.s0,Modification of de novo DNA methyltransferase 3a (Dnmt3a) by SUMO-1 modulates its interaction with histone deacetylases (HDACs) and its capacity to repress transcription,Dnmt3a,SUMO-1,True
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",Dnmt3a,Ubc9,True
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",Dnmt3a,PIAS1,True
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",Dnmt3a,PIASxalpha,True
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",Dnmt3a,SUMO-1,False
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",Ubc9,PIAS1,False
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",Ubc9,PIASxalpha,False
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",Ubc9,SUMO-1,True
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",PIAS1,PIASxalpha,False
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",PIAS1,SUMO-1,True
0,1,HPRD50.d29.s1,"Here we show that Dnmt3a interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme Ubc9 and the E3 sumo ligases PIAS1 and PIASxalpha, all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, SUMO-1, to its target proteins",PIASxalpha,SUMO-1,True
0,1,HPRD50.d29.s2,Dnmt3a is modified by SUMO-1 in vivo and in vitro and the region of Dnmt3a responsible for interaction maps to the N-terminal regulatory domain,Dnmt3a,SUMO-1,True
0,1,HPRD50.d29.s2,Dnmt3a is modified by SUMO-1 in vivo and in vitro and the region of Dnmt3a responsible for interaction maps to the N-terminal regulatory domain,Dnmt3a,Dnmt3a,False
